Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Namco Bandai Games,0,0,0.34,0,0.34
Namco Bandai Games,0.29,0.03,0,0.02,0.34
Namco Bandai Games,0.04,0.03,0.25,0.01,0.34
Namco Bandai Games,0.27,0.04,0,0.02,0.34
Namco Bandai Games,0.14,0,0.18,0.01,0.33
Namco Bandai Games,0,0,0.33,0,0.33
Namco Bandai Games,0,0,0.31,0.02,0.33
Namco Bandai Games,0,0,0.33,0,0.33
Namco Bandai Games,0.1,0.11,0.06,0.05,0.33
Namco Bandai Games,0,0,0.33,0,0.33
Namco Bandai Games,0.09,0.16,0.01,0.06,0.33
Namco Bandai Games,0.12,0.03,0.16,0.02,0.33
Namco Bandai Games,0.04,0.06,0.2,0.02,0.32
Namco Bandai Games,0,0,0.32,0,0.32
Namco Bandai Games,0.15,0.04,0.1,0.03,0.32
Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
Namco Bandai Games,0,0,0.32,0,0.32
Namco Bandai Games,0.18,0.11,0,0.03,0.31
Namco Bandai Games,0.1,0.18,0,0.03,0.31
Namco Bandai Games,0,0,0.31,0,0.31
Namco Bandai Games,0,0,0.31,0,0.31
Namco Bandai Games,0.31,0,0,0,0.31
Namco Bandai Games,0,0,0.31,0,0.31
Namco Bandai Games,0,0,0.31,0,0.31
Namco Bandai Games,0,0,0.31,0,0.31
Namco Bandai Games,0.09,0.12,0.06,0.05,0.3
Namco Bandai Games,0,0,0.3,0,0.3
Namco Bandai Games,0,0,0.3,0,0.3
Namco Bandai Games,0,0,0.28,0.02,0.3
Namco Bandai Games,0,0,0.3,0,0.3
Namco Bandai Games,0,0,0.3,0,0.3
Namco Bandai Games,0,0,0.3,0,0.3
Namco Bandai Games,0,0.1,0.17,0.02,0.29
Namco Bandai Games,0.09,0.14,0.01,0.05,0.29
Namco Bandai Games,0,0,0.27,0.02,0.29
Namco Bandai Games,0,0,0.28,0.01,0.29
Namco Bandai Games,0.06,0.05,0.15,0.03,0.29
Namco Bandai Games,0,0.09,0.19,0.01,0.29
Namco Bandai Games,0,0,0.29,0,0.29
Namco Bandai Games,0.1,0.08,0.07,0.04,0.28
Namco Bandai Games,0.14,0.11,0,0.04,0.28
Namco Bandai Games,0,0,0.28,0,0.28
Namco Bandai Games,0,0,0.28,0,0.28
Namco Bandai Games,0.1,0.12,0.02,0.05,0.28
Namco Bandai Games,0.19,0.06,0,0.03,0.28
Namco Bandai Games,0,0,0.28,0,0.28
Namco Bandai Games,0,0,0.28,0,0.28
Namco Bandai Games,0,0,0.28,0,0.28
Namco Bandai Games,0,0.07,0.19,0.01,0.28
Namco Bandai Games,0,0,0.28,0,0.28
Namco Bandai Games,0.02,0.02,0.22,0.02,0.27
Namco Bandai Games,0.16,0,0.1,0.01,0.27
Namco Bandai Games,0,0,0.27,0,0.27
Namco Bandai Games,0,0,0.27,0,0.27
Namco Bandai Games,0,0,0.27,0,0.27
Namco Bandai Games,0.06,0.05,0.14,0.02,0.27
Namco Bandai Games,0.16,0.08,0,0.02,0.27
Namco Bandai Games,0.13,0.1,0,0.03,0.27
Namco Bandai Games,0.11,0.04,0.09,0.03,0.27
Namco Bandai Games,0,0,0.26,0,0.26
Namco Bandai Games,0,0,0.26,0,0.26
Namco Bandai Games,0,0,0.26,0,0.26
Namco Bandai Games,0,0,0.26,0,0.26
Namco Bandai Games,0,0.07,0.17,0.02,0.26
Namco Bandai Games,0.24,0,0,0.02,0.26
Namco Bandai Games,0.26,0,0,0,0.26
Namco Bandai Games,0,0,0.26,0,0.26
Namco Bandai Games,0,0,0.26,0,0.26
Namco Bandai Games,0.1,0.11,0,0.05,0.26
Namco Bandai Games,0,0,0.25,0,0.25
Namco Bandai Games,0.07,0.14,0,0.04,0.25
Namco Bandai Games,0,0,0.25,0,0.25
Namco Bandai Games,0,0,0.24,0,0.24
Namco Bandai Games,0.12,0.09,0,0.03,0.24
Namco Bandai Games,0.1,0.06,0.08,0.01,0.24
Namco Bandai Games,0.18,0.05,0,0.01,0.24
Namco Bandai Games,0.18,0.05,0,0.01,0.24
Namco Bandai Games,0.17,0.06,0,0,0.24
Namco Bandai Games,0,0,0.24,0,0.24
Namco Bandai Games,0.16,0.06,0,0.02,0.24
Namco Bandai Games,0,0,0.24,0,0.24
Namco Bandai Games,0,0,0.23,0,0.23
Namco Bandai Games,0,0.09,0.11,0.03,0.23
Namco Bandai Games,0.13,0.02,0.08,0,0.23
Namco Bandai Games,0.09,0.1,0,0.04,0.23
Namco Bandai Games,0.13,0.09,0,0.02,0.23
Namco Bandai Games,0.13,0.08,0,0.02,0.23
Namco Bandai Games,0,0,0.23,0,0.23
Namco Bandai Games,0,0,0.23,0,0.23
Namco Bandai Games,0,0,0.23,0,0.23
Namco Bandai Games,0.11,0.09,0,0.03,0.23
Namco Bandai Games,0,0,0.23,0,0.23
Namco Bandai Games,0,0,0.23,0,0.23
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0.12,0.09,0,0.02,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0.11,0.09,0,0.03,0.22
Namco Bandai Games,0.13,0.07,0,0.02,0.22
Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0.18,0.04,0,0,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0,0.07,0.13,0.02,0.22
Namco Bandai Games,0.13,0.03,0.04,0.01,0.22
Namco Bandai Games,0,0,0.22,0,0.22
Namco Bandai Games,0.17,0.04,0,0.01,0.21
Namco Bandai Games,0,0,0.21,0,0.21
Namco Bandai Games,0,0,0.21,0,0.21
Namco Bandai Games,0.1,0.08,0,0.03,0.21
Namco Bandai Games,0,0,0.21,0,0.21
Namco Bandai Games,0.2,0,0,0.01,0.21
Namco Bandai Games,0,0,0.21,0,0.21
Namco Bandai Games,0,0,0.21,0,0.21
Namco Bandai Games,0.19,0,0,0.02,0.21
Namco Bandai Games,0.11,0.08,0,0.02,0.21
Namco Bandai Games,0,0,0.21,0,0.21
Namco Bandai Games,0,0,0.2,0,0.2
Namco Bandai Games,0.06,0,0.14,0.01,0.2
Namco Bandai Games,0.13,0.03,0.03,0.02,0.2
Namco Bandai Games,0,0,0.2,0.01,0.2
Namco Bandai Games,0,0,0.2,0,0.2
Namco Bandai Games,0,0,0.2,0,0.2
Namco Bandai Games,0.1,0.02,0.07,0.01,0.2
Namco Bandai Games,0.1,0.08,0,0.02,0.2
Namco Bandai Games,0,0,0.17,0.03,0.2
Namco Bandai Games,0.14,0.05,0,0,0.2
Namco Bandai Games,0,0.17,0,0.03,0.2
Namco Bandai Games,0.04,0.08,0.05,0.03,0.2
Namco Bandai Games,0,0,0.2,0,0.2
Namco Bandai Games,0.1,0.08,0,0.03,0.2
Namco Bandai Games,0,0,0.18,0.01,0.2
Namco Bandai Games,0,0,0.2,0,0.2
Namco Bandai Games,0,0,0.18,0.01,0.19
Namco Bandai Games,0.07,0.03,0.08,0.01,0.19
Namco Bandai Games,0.1,0.04,0.04,0.01,0.19
Namco Bandai Games,0.14,0.03,0,0.01,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0.02,0.01,0.16,0,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0.12,0,0.06,0.01,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0.15,0.01,0.02,0.01,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0.16,0.01,0,0.01,0.19
Namco Bandai Games,0.17,0,0,0.01,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0.07,0,0.11,0.01,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0,0,0.19,0,0.19
Namco Bandai Games,0.09,0.07,0.01,0.01,0.19
Namco Bandai Games,0.1,0.07,0,0.01,0.19
Namco Bandai Games,0.06,0.11,0,0.02,0.18
Namco Bandai Games,0,0,0.18,0,0.18
Namco Bandai Games,0,0,0.18,0,0.18
Namco Bandai Games,0.05,0.1,0,0.03,0.18
Namco Bandai Games,0.14,0.03,0,0.01,0.18
Namco Bandai Games,0.08,0.08,0,0.02,0.18
Namco Bandai Games,0.1,0.03,0.02,0.03,0.18
Namco Bandai Games,0,0,0.18,0,0.18
Namco Bandai Games,0,0,0.18,0,0.18
Namco Bandai Games,0,0,0.18,0,0.18
Namco Bandai Games,0,0,0.18,0,0.18
Namco Bandai Games,0.16,0,0,0.01,0.18
Namco Bandai Games,0.13,0.04,0,0.01,0.18
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0.06,0.04,0.04,0.03,0.17
Namco Bandai Games,0,0,0.16,0.01,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0.11,0.02,0.03,0.01,0.17
Namco Bandai Games,0.13,0.02,0,0.02,0.17
Namco Bandai Games,0,0,0.17,0,0.17
Namco Bandai Games,0.04,0.04,0.08,0.01,0.17
Namco Bandai Games,0,0,0.16,0,0.16
Namco Bandai Games,0.08,0.06,0,0.02,0.16
Namco Bandai Games,0.12,0.04,0,0,0.16
Namco Bandai Games,0,0,0.15,0.01,0.16
Namco Bandai Games,0,0,0.16,0,0.16
Namco Bandai Games,0.08,0.06,0,0.02,0.16
Namco Bandai Games,0.12,0,0.03,0.01,0.16
Namco Bandai Games,0.05,0.02,0.08,0.01,0.16
Namco Bandai Games,0,0,0.16,0,0.16
Namco Bandai Games,0,0,0.16,0,0.16
Namco Bandai Games,0.08,0.06,0,0.02,0.16
Namco Bandai Games,0,0,0.15,0,0.16
Namco Bandai Games,0,0,0.16,0,0.16
Namco Bandai Games,0,0,0.16,0,0.16
Namco Bandai Games,0,0,0.16,0,0.16
Namco Bandai Games,0.11,0.04,0,0,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0.14,0,0,0.01,0.15
Namco Bandai Games,0.14,0,0,0.01,0.15
Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0,0.09,0.04,0.02,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0.11,0.03,0,0,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0.14,0,0,0.01,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0.11,0.04,0,0.01,0.15
Namco Bandai Games,0,0,0.14,0.01,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0.09,0.04,0,0.01,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0,0,0.15,0,0.15
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0.02,0,0.13,0,0.14
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0,0,0.13,0.01,0.14
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0.03,0,0.11,0,0.14
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0,0,0.13,0.01,0.14
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0.04,0.01,0.08,0,0.14
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0.08,0.04,0,0.02,0.14
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0,0,0.14,0,0.14
Namco Bandai Games,0.04,0.03,0.04,0.02,0.13
Namco Bandai Games,0,0,0.13,0,0.13
Namco Bandai Games,0,0,0.13,0,0.13
Namco Bandai Games,0,0,0.13,0,0.13
Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
Namco Bandai Games,0,0,0.13,0,0.13
Namco Bandai Games,0.09,0.03,0,0,0.13
Namco Bandai Games,0,0,0.13,0,0.13
Namco Bandai Games,0,0,0.13,0,0.13
Namco Bandai Games,0.09,0.02,0.01,0.01,0.13
Namco Bandai Games,0,0,0.13,0,0.13
Namco Bandai Games,0,0,0.13,0,0.13
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0.06,0.05,0,0.02,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0.04,0.06,0.02,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0.06,0.05,0,0.02,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.11,0.01,0.12
Namco Bandai Games,0.05,0.05,0,0.01,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0,0.12,0,0.12
Namco Bandai Games,0,0.1,0,0.02,0.12
Namco Bandai Games,0.09,0,0.02,0.01,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0.1,0,0,0.01,0.11
Namco Bandai Games,0.06,0.04,0,0.01,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0.05,0.05,0,0.01,0.11
Namco Bandai Games,0,0,0.1,0.01,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0.05,0.05,0,0.01,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0.05,0.04,0,0.02,0.11
Namco Bandai Games,0.05,0.04,0,0.01,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0.03,0.07,0.01,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0.09,0,0.02,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0.06,0.04,0,0.01,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0,0.11,0,0.11
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0.01,0.09,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0.06,0,0.03,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0.06,0.03,0,0.02,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0.1,0,0,0,0.1
Namco Bandai Games,0.09,0,0,0.01,0.1
Namco Bandai Games,0.09,0,0,0.01,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.1,0,0.1
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0.07,0.02,0,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0.05,0.04,0,0.01,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0.01,0.09
Namco Bandai Games,0.08,0,0,0.01,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0.07,0.02,0,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0.06,0.02,0,0.01,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0.07,0.02,0,0,0.09
Namco Bandai Games,0.06,0.02,0,0,0.09
Namco Bandai Games,0.03,0.04,0,0.01,0.09
Namco Bandai Games,0.04,0.03,0,0.01,0.09
Namco Bandai Games,0,0,0.09,0,0.09
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.07,0.02,0,0,0.08
Namco Bandai Games,0.04,0.03,0,0.01,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.04,0.03,0,0.01,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.06,0.02,0,0,0.08
Namco Bandai Games,0.06,0.02,0,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.04,0.03,0,0.01,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.08,0,0,0.01,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.03,0.05,0,0.01,0.08
Namco Bandai Games,0.05,0.03,0,0.01,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.01,0.06,0,0.01,0.08
Namco Bandai Games,0.06,0.02,0,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.04,0.03,0,0.01,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0.07,0,0,0.01,0.08
Namco Bandai Games,0.06,0.02,0,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.08,0,0.08
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0.01,0.06,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0.05,0.02,0,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0.06,0,0.01,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0.05,0.02,0,0.01,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0.03,0.03,0,0.01,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0.06,0,0,0,0.07
Namco Bandai Games,0.02,0.01,0.05,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0.01,0.06,0,0.07
Namco Bandai Games,0,0.06,0,0.01,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0,0.06,0,0,0.07
Namco Bandai Games,0,0.04,0.02,0,0.07
Namco Bandai Games,0,0,0.07,0,0.07
Namco Bandai Games,0.05,0.01,0,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.03,0.02,0,0.01,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.05,0,0,0.01,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.01,0.05,0,0.01,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.05,0.01,0,0,0.06
Namco Bandai Games,0,0.06,0,0,0.06
Namco Bandai Games,0,0.05,0,0.01,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.03,0.02,0,0.01,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.04,0.01,0,0.01,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.03,0.02,0,0.01,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.03,0.02,0,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0.03,0.02,0,0.01,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.06,0,0.06
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0.05,0,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.03,0.02,0,0.01,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.03,0.02,0,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.02,0.03,0,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.04,0.01,0,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.04,0.01,0,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.02,0.02,0,0.01,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.01,0.01,0.01,0.01,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.04,0,0,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.03,0.02,0,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0.03,0.01,0,0,0.05
Namco Bandai Games,0,0,0.05,0,0.05
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0.04,0,0,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0,0,0.04,0,0.04
Namco Bandai Games,0.02,0.02,0,0,0.04
